code,full_text
74S20,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Finite difference methods applied to problems in solid mechanics
74S22,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Isogeometric methods applied to problems in solid mechanics
74S25,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Spectral and related methods applied to problems in solid mechanics
74S40,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Applications of fractional calculus in solid mechanics
74S50,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Applications of graph theory in solid mechanics
74S60,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Stochastic and other probabilistic methods applied to problems in solid mechanics
74S70,Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: Complex-variable methods applied to problems in solid mechanics
74S99,"Class: Mechanics of deformable solids Subclass: Numerical and other methods in solid mechanics Subsubclass: None of the above, but in this section"
76-XX,Class: Fluid mechanics
76-00,"Class: Fluid mechanics Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to fluid mechanics"
76-01,"Class: Fluid mechanics Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to fluid mechanics"
76-02,"Class: Fluid mechanics Subclass: Research exposition (monographs, survey articles) pertaining to fluid mechanics"
76-03,Class: Fluid mechanics Subclass: History of fluid mechanics
76-04,"Class: Fluid mechanics Subclass: Software, source code, etc. for problems pertaining to fluid mechanics"
76-05,Class: Fluid mechanics Subclass: Experimental work for problems pertaining to fluid mechanics
76-06,"Class: Fluid mechanics Subclass: Proceedings, conferences, collections, etc. pertaining to fluid mechanics"
76-10,Class: Fluid mechanics Subclass: Mathematical modeling or simulation for problems pertaining to fluid mechanics
76-11,Class: Fluid mechanics Subclass: Research data for problems pertaining to fluid mechanics
76Axx,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena"
76A02,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Foundations of fluid mechanics"
76A05,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Non-Newtonian fluids"
76A10,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Viscoelastic fluids"
76A15,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Liquid crystals"
76A20,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Thin fluid films"
76A25,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Superfluids (classical aspects)"
76A30,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: Traffic and pedestrian flow models"
76A99,"Class: Fluid mechanics Subclass: Foundations, constitutive equations, rheology, hydrodynamical models of non- fluid phenomena Subsubclass: None of the above, but in this section"
76Bxx,Class: Fluid mechanics Subclass: Incompressible inviscid fluids
76B03,"Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Existence, uniqueness, and regularity theory for incompressible inviscid fluids"
76B07,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Free-surface potential flows for incompressible inviscid fluids
76B10,"Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Jets and cavities, cavitation, free-streamline theory, water-entry problems, airfoil and hydrofoil theory, sloshing"
76B15,"Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Water waves, gravity waves; dispersion and scattering, nonlinear interaction"
76B20,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Ship waves
76B25,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Solitary waves for incompressible inviscid fluids
76B45,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Capillarity (surface tension) for incompressible inviscid fluids
76B47,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Vortex flows for incompressible inviscid fluids
76B55,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Internal waves for incompressible inviscid fluids
76B70,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Stratification effects in inviscid fluids
76B75,Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: Flow control and optimization for incompressible inviscid fluids
76B99,"Class: Fluid mechanics Subclass: Incompressible inviscid fluids Subsubclass: None of the above, but in this section"
76Dxx,Class: Fluid mechanics Subclass: Incompressible viscous fluids
76D03,"Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Existence, uniqueness, and regularity theory for incompressible viscous fluids"
76D05,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Navier-Stokes equations for incompressible viscous fluids
76D06,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Statistical solutions of Navier-Stokes and related equations
76D07,"Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Stokes and related (Oseen, etc.) flows"
76D08,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Lubrication theory
76D09,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Viscous inviscid interaction
76D10,"Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Boundary-layer theory, separation and reattachment, higher-order effects"
76D17,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Viscous vortex flows
76D25,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Wakes and jets
76D27,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Other free boundary flows; Hele-Shaw flows
76D33,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Waves for incompressible viscous fluids
76D45,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Capillarity (surface tension) for incompressible viscous fluids
76D50,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Stratification effects in viscous fluids
76D55,Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: Flow control and optimization for incompressible viscous fluids
76D99,"Class: Fluid mechanics Subclass: Incompressible viscous fluids Subsubclass: None of the above, but in this section"
76Exx,Class: Fluid mechanics Subclass: Hydrodynamic stability
76E05,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Parallel shear flows in hydrodynamic stability
76E06,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Convection in hydrodynamic stability
76E07,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Rotation in hydrodynamic stability
76E09,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Stability and instability of nonparallel flows in hydrodynamic stability
76E15,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Absolute and convective instability and stability in hydrodynamic stability
76E17,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Interfacial stability and instability in hydrodynamic stability
76E19,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Compressibility effects in hydrodynamic stability
76E20,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Stability and instability of geophysical and astrophysical flows
76E25,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Stability and instability of magnetohydrodynamic and electrohydrodynamic flows
76E30,Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: Nonlinear effects in hydrodynamic stability
76E99,"Class: Fluid mechanics Subclass: Hydrodynamic stability Subsubclass: None of the above, but in this section"
76Fxx,Class: Fluid mechanics Subclass: Turbulence
76F02,Class: Fluid mechanics Subclass: Turbulence Subsubclass: Fundamentals of turbulence
76F05,Class: Fluid mechanics Subclass: Turbulence Subsubclass: Isotropic turbulence; homogeneous turbulence
